Time,Stock,Strategy,Signal,Price,Stop Loss,Target,R:R,RSI
2026-06-30 12:38 IST,MUTHOOTFIN,SCALP,BUY,₹3003.0,₹2986.36,₹3018.01,1:0.9,50.7
2026-06-30 12:38 IST,APTUS,SWING,SELL,₹277.20001220703125,₹280.63,₹269.47,1:2.25,—
2026-06-30 12:39 IST,MPHASIS,SWING,BUY,₹2172.199951171875,₹2142.57,₹2227.7,1:1.87,—
2026-06-30 12:39 IST,NAUKRI,SWING,BUY,₹973.0499877929688,₹960.35,₹997.57,1:1.93,—
2026-06-30 12:39 IST,SYNGENE,SCALP,BUY,₹440.54998779296875,₹437.13,₹442.75,1:0.64,60.8
2026-06-30 12:39 IST,MOTHERSON,SCALP,BUY,₹149.99000549316406,₹148.39,₹150.74,1:0.47,56.7
2026-06-30 12:40 IST,BEML,SCALP,BUY,₹1752.0,₹1738.62,₹1760.76,1:0.65,51.4
2026-06-30 12:40 IST,BLUEDART,SWING,SELL,₹4901.10009765625,₹4974.05,₹4777.07,1:1.7,—
2026-06-30 12:40 IST,CUMMINSIND,SWING,SELL,₹5633.0,₹5704.2,₹5486.06,1:2.06,—
2026-06-30 12:41 IST,NMDC,SWING,BUY,₹84.51000213623047,₹83.1,₹86.71,1:1.56,—
2026-06-30 12:41 IST,APLAPOLLO,SWING,SELL,₹1787.699951171875,₹1810.92,₹1741.34,1:2.0,—
2026-06-30 12:43:07 IST,NYKAA,SCALP,BUY,₹308.0,₹305.95,₹309.54,1:0.75,43.0
2026-06-30 12:43:24 IST,3MINDIA,SWING,BUY,₹33280.0,₹32887.91,₹34184.52,1:2.31,—
2026-06-30 12:43:26 IST,VIJAYA,SCALP,BUY,₹1352.800048828125,₹1338.6,₹1359.56,1:0.48,63.8
2026-06-30 12:41 IST,METROPOLIS,SWING,SELL,₹543.75,₹553.37,₹530.11,1:1.42,—
2026-06-30 12:41 IST,TATAPOWER,SWING,BUY,₹386.0,₹381.44,₹395.7,1:2.13,—
2026-06-30 12:40 IST,ICICIBANK,SWING,BUY,₹1379.300048828125,₹1360.6,₹1414.38,1:1.88,—
2026-06-30 12:41 IST,RBLBANK,SWING,BUY,₹366.3500061035156,₹361.45,₹375.55,1:1.88,—
2026-06-30 12:43 IST,BHEL,SCALP,BUY,₹418.3500061035156,₹415.56,₹420.44,1:0.75,56.9
2026-06-30 12:45 IST,CHALET,SWING,SELL,₹815.0499877929688,₹826.92,₹793.36,1:1.83,—
2026-06-30 12:45 IST,TAJGVK,SCALP,BUY,₹332.70001220703125,₹329.29,₹334.36,1:0.49,62.5
2026-06-30 12:45 IST,HINDALCO,SWING,SELL,₹960.7999877929688,₹975.72,₹934.91,1:1.74,—
2026-06-30 12:42 IST,UNIONBANK,SCALP,SELL,₹173.5800018310547,₹174.1,₹172.71,1:1.67,59.9
2026-06-30 12:45 IST,HAL,MOMENTUM,SELL,₹4386.39990234375,₹4420.39,₹4320.6,1:1.94,43.7
2026-06-30 12:46 IST,JSWSTEEL,MOMENTUM,SELL,₹1229.5,₹1239.98,₹1211.06,1:1.76,40.3
2026-06-30 12:45 IST,HUDCO,SWING,BUY,₹205.3800048828125,₹202.75,₹210.85,1:2.08,—
2026-06-30 12:46 IST,HINDUNILVR,SWING,BUY,₹2120.699951171875,₹2093.17,₹2176.01,1:2.01,—
2026-06-30 12:43 IST,ICICIPRULI,SCALP,BUY,₹488.20001220703125,₹483.54,₹490.64,1:0.52,56.6
2026-06-30 12:45 IST,OFSS,SWING,BUY,₹10812.0,₹10672.48,₹11086.22,1:1.97,—
2026-06-30 12:46 IST,SUPRAJIT,SWING,SELL,₹465.1499938964844,₹473.47,₹452.32,1:1.54,—
2026-06-30 12:44 IST,ANGELONE,SCALP,BUY,₹330.5,₹329.43,₹332.15,1:1.54,60.8
2026-06-30 12:48 IST,MARICO,SCALP,BUY,₹838.1500244140625,₹832.33,₹842.34,1:0.72,61.5
2026-06-30 12:44 IST,PNB,SWING,BUY,₹106.75,₹105.43,₹109.47,1:2.06,—
2026-06-30 12:48 IST,CEATLTD,SCALP,BUY,₹3463.39990234375,₹3426.34,₹3480.72,1:0.47,64.2
2026-06-30 12:49 IST,RELIANCE,SCALP,BUY,₹1298.300048828125,₹1291.68,₹1304.79,1:0.98,61.5
2026-06-30 12:50 IST,COCHINSHIP,SWING,SELL,₹1489.5,₹1508.47,₹1444.21,1:2.39,—
2026-06-30 12:49 IST,ESCORTS,SWING,BUY,₹2930.0,₹2895.3,₹3003.41,1:2.12,—
2026-06-30 12:56:35 IST,CANBK,SWING,BUY,₹124.94999694824219,₹123.11,₹128.38,1:1.86,—
2026-06-30 12:56:42 IST,MUTHOOTFIN,SWING,SELL,₹3004.39990234375,₹3047.19,₹2926.36,1:1.82,—
2026-06-30 12:58:19 IST,APLAPOLLO,SCALP,BUY,₹1789.5,₹1778.14,₹1798.45,1:0.79,59.0
2026-06-30 12:51 IST,TATAPOWER,MOMENTUM,SELL,₹385.79998779296875,₹388.59,₹380.01,1:2.08,46.2
2026-06-30 12:59 IST,INOXWIND,MOMENTUM,SELL,₹89.66999816894531,₹90.41,₹88.32,1:1.82,41.1
2026-06-30 12:55 IST,BLUEDART,SCALP,BUY,₹4898.0,₹4870.3,₹4922.49,1:0.88,44.6
2026-06-30 12:55 IST,ABB,SWING,SELL,₹7070.0,₹7167.2,₹6888.13,1:1.87,—
2026-06-30 12:56 IST,BEL,MOMENTUM,SELL,₹411.1000061035156,₹414.26,₹404.93,1:1.95,42.7
2026-06-30 12:52 IST,IGL,SWING,BUY,₹167.1699981689453,₹164.95,₹171.5,1:1.95,—
2026-06-30 12:57 IST,BEL,SCALP,BUY,₹411.54998779296875,₹410.17,₹413.61,1:1.49,51.9
2026-06-30 12:48 IST,AXISBANK,SCALP,SELL,₹1359.300048828125,₹1363.38,₹1352.5,1:1.67,65.9
2026-06-30 12:49 IST,PERSISTENT,SWING,SELL,₹4309.0,₹4370.43,₹4197.86,1:1.81,—
2026-06-30 12:48 IST,KOTAKBANK,SCALP,BUY,₹395.25,₹392.02,₹397.23,1:0.61,64.0
2026-06-30 13:00 IST,GODREJCP,SWING,BUY,₹1011.2000122070312,₹996.54,₹1038.31,1:1.85,—
2026-06-30 12:49 IST,HDFCBANK,SCALP,BUY,₹799.0499877929688,₹795.5,₹803.05,1:1.13,44.8
2026-06-30 12:56 IST,MRF,SWING,SELL,₹126720.0,₹128659.83,₹123109.59,1:1.86,—
2026-06-30 12:50 IST,IDFCFIRSTB,SWING,SELL,₹78.88999938964844,₹79.88,₹76.91,1:2.0,—
2026-06-30 12:55 IST,CIPLA,SWING,SELL,₹1473.800048828125,₹1494.37,₹1434.33,1:1.92,—
2026-06-30 12:56 IST,GLAND,SWING,SELL,₹2498.699951171875,₹2552.28,₹2428.54,1:1.31,—
2026-06-30 12:58 IST,MGL,SCALP,SELL,₹1174.800048828125,₹1178.32,₹1168.93,1:1.67,61.6
2026-06-30 12:59 IST,HAVELLS,SCALP,BUY,₹1153.5,₹1146.54,₹1159.27,1:0.83,50.4
2026-06-30 12:54 IST,MOTILALOFS,SCALP,BUY,₹954.25,₹950.04,₹959.02,1:1.13,60.0
2026-06-30 13:04 IST,ULTRACEMCO,SCALP,BUY,₹11303.0,₹11266.19,₹11359.51,1:1.54,54.4
2026-06-30 13:04:36 IST,CRAFTSMAN,SCALP,BUY,₹9479.5,₹9397.8,₹9526.9,1:0.58,51.4
2026-06-30 13:05:10 IST,DABUR,MOMENTUM,SELL,₹423.8999938964844,₹427.0,₹417.54,1:2.05,43.6
2026-06-30 13:00 IST,BPCL,SWING,SELL,₹303.70001220703125,₹307.46,₹295.76,1:2.11,—
2026-06-30 13:04 IST,NAZARA,SCALP,BUY,₹304.75,₹302.72,₹306.27,1:0.75,59.5
2026-06-30 13:00 IST,SONACOMS,SWING,SELL,₹619.2000122070312,₹629.19,₹603.5,1:1.57,—
2026-06-30 12:58 IST,INFY,SCALP,BUY,₹1013.5999755859375,₹1009.77,₹1018.67,1:1.32,62.6
2026-06-30 13:04 IST,TITAN,SCALP,BUY,₹4400.2001953125,₹4346.07,₹4422.2,1:0.41,64.9
2026-06-30 13:00 IST,BIOCON,SWING,SELL,₹417.0,₹423.68,₹405.47,1:1.73,—
2026-06-30 12:58 IST,FEDERALBNK,SCALP,BUY,₹329.6000061035156,₹327.64,₹331.25,1:0.84,64.0
2026-06-30 12:58 IST,IDFCFIRSTB,SCALP,BUY,₹78.94999694824219,₹78.45,₹79.34,1:0.78,54.9
2026-06-30 12:57 IST,SBIN,MOMENTUM,BUY,₹1040.449951171875,₹1031.26,₹1056.06,1:1.7,61.4
2026-06-30 12:58 IST,FEDERALBNK,SCALP,BUY,₹329.6000061035156,₹327.64,₹331.25,1:0.84,64.0
2026-06-30 13:00 IST,TATAELXSI,SWING,BUY,₹3875.699951171875,₹3828.63,₹3980.07,1:2.22,—
2026-06-30 12:59 IST,SBILIFE,SCALP,BUY,₹1757.0,₹1743.52,₹1765.78,1:0.65,60.3
2026-06-30 13:03 IST,TIINDIA,SCALP,BUY,₹3024.0,₹3004.62,₹3039.12,1:0.78,62.1
2026-06-30 13:00 IST,ICICIGI,SWING,BUY,₹1750.0,₹1729.96,₹1796.02,1:2.3,—
2026-06-30 13:02 IST,SYNGENE,SWING,SELL,₹439.79998779296875,₹445.86,₹428.45,1:1.87,—
2026-06-30 13:08 IST,JUBLFOOD,SCALP,BUY,₹419.79998779296875,₹415.81,₹421.9,1:0.53,53.5
2026-06-30 13:02 IST,NAUKRI,SCALP,SELL,₹975.1500244140625,₹978.08,₹970.27,1:1.67,71.5
2026-06-30 13:05 IST,ONGC,SWING,SELL,₹234.5500030517578,₹237.36,₹228.41,1:2.19,—
2026-06-30 13:07 IST,HAL,SCALP,BUY,₹4389.39990234375,₹4371.42,₹4411.35,1:1.22,54.2
2026-06-30 13:06 IST,GRANULES,SCALP,BUY,₹801.9000244140625,₹797.18,₹805.91,1:0.85,48.2
2026-06-30 13:07 IST,HEROMOTOCO,SCALP,BUY,₹4780.39990234375,₹4743.09,₹4804.3,1:0.64,42.3
2026-06-30 13:11 IST,CONCOR,SCALP,BUY,₹474.54998779296875,₹470.75,₹476.92,1:0.62,64.8
2026-06-30 13:05 IST,EQUITASBNK,SWING,SELL,₹75.25,₹76.27,₹73.25,1:1.96,—
2026-06-30 13:06 IST,AAVAS,SWING,BUY,₹1491.0,₹1474.07,₹1528.39,1:2.21,—
2026-06-30 13:10 IST,COALINDIA,SWING,BUY,₹439.1499938964844,₹434.36,₹450.58,1:2.39,—
2026-06-30 13:14 IST,TRENT,MOMENTUM,SELL,₹3272.699951171875,₹3300.66,₹3223.61,1:1.76,40.0
2026-06-30 13:17 IST,GRASIM,SCALP,BUY,₹3109.5,₹3097.59,₹3125.05,1:1.31,64.1
2026-06-30 13:07 IST,HDFCLIFE,MOMENTUM,SELL,₹575.2000122070312,₹579.63,₹566.57,1:1.95,41.8
2026-06-30 13:14 IST,INDUSTOWER,SCALP,SELL,₹392.8999938964844,₹394.08,₹390.94,1:1.66,62.5
2026-06-30 13:15 IST,HAVELLS,MOMENTUM,SELL,₹1151.699951171875,₹1160.79,₹1134.42,1:1.9,41.5
2026-06-30 13:20 IST,LICI,SWING,SELL,₹431.95001220703125,₹439.5,₹420.81,1:1.48,—
2026-06-30 13:20 IST,NAZARA,SWING,SELL,₹304.5,₹308.16,₹296.79,1:2.11,—
2026-06-30 13:15 IST,BOSCHLTD,SWING,BUY,₹39970.0,₹39450.63,₹40990.26,1:1.96,—
2026-06-30 13:23 IST,RATNAMANI,SWING,BUY,₹2529.800048828125,₹2487.52,₹2595.85,1:1.56,—
2026-06-30 13:12 IST,5PAISA,SWING,SELL,₹354.6499938964844,₹359.29,₹345.65,1:1.94,—
2026-06-30 13:15 IST,TORNTPHARM,MOMENTUM,SELL,₹4649.2001953125,₹4683.28,₹4579.46,1:2.05,41.9
2026-06-30 13:17 IST,METROPOLIS,SCALP,BUY,₹544.75,₹539.43,₹547.47,1:0.51,50.9
2026-06-30 13:18 IST,TIINDIA,SWING,SELL,₹3015.10009765625,₹3059.1,₹2939.25,1:1.72,—
2026-06-30 13:19 IST,POWERGRID,SWING,BUY,₹286.20001220703125,₹282.17,₹293.39,1:1.78,—
2026-06-30 13:25:29 IST,ABBOTINDIA,SWING,SELL,₹25425.0,₹25756.0,₹24762.81,1:2.0,—
2026-06-30 13:26:29 IST,TAJGVK,SWING,SELL,₹333.29998779296875,₹337.37,₹324.44,1:2.18,—
2026-06-30 13:27 IST,BOSCHLTD,SCALP,SELL,₹40015.0,₹40135.04,₹39814.93,1:1.67,57.8
2026-06-30 13:13 IST,AUBANK,SCALP,BUY,₹1035.3499755859375,₹1030.26,₹1040.53,1:1.02,44.9
2026-06-30 13:14 IST,SURYODAY,SCALP,BUY,₹177.25,₹175.19,₹178.14,1:0.43,59.1
2026-06-30 13:19 IST,ONGC,SCALP,BUY,₹234.60000610351562,₹231.67,₹235.77,1:0.4,56.3
2026-06-30 13:25 IST,DMART,MOMENTUM,SELL,₹4371.10009765625,₹4402.6,₹4305.53,1:2.08,42.5
2026-06-30 13:16 IST,WIPRO,SWING,BUY,₹171.05999755859375,₹169.11,₹175.65,1:2.35,—
2026-06-30 13:20 IST,HINDPETRO,SWING,SELL,₹394.3999938964844,₹399.32,₹384.02,1:2.11,—
2026-06-30 13:25 IST,PVRINOX,SWING,BUY,₹963.9500122070312,₹950.69,₹988.24,1:1.83,—
2026-06-30 13:25 IST,PAGEIND,SWING,SELL,₹40960.0,₹41683.53,₹39828.02,1:1.56,—
2026-06-30 13:19 IST,KRSNAA,SCALP,BUY,₹547.5,₹541.33,₹550.24,1:0.44,60.6
2026-06-30 13:20 IST,EICHERMOT,MOMENTUM,SELL,₹7124.5,₹7178.92,₹7017.63,1:1.96,42.8
2026-06-30 13:23 IST,SIEMENS,MOMENTUM,SELL,₹3602.800048828125,₹3629.51,₹3548.76,1:2.02,41.3
2026-06-30 13:16 IST,INDIANB,MOMENTUM,SELL,₹815.0,₹821.67,₹802.77,1:1.83,40.9
2026-06-30 13:15 IST,BAJFINANCE,SWING,SELL,₹999.9000244140625,₹1013.17,₹972.82,1:2.04,—
2026-06-30 13:15 IST,BAJAJFINSV,SWING,SELL,₹1780.0999755859375,₹1801.33,₹1733.83,1:2.18,—
2026-06-30 13:18 IST,IIFL,SCALP,BUY,₹503.8500061035156,₹499.64,₹506.37,1:0.6,43.3
2026-06-30 13:20 IST,LAURUSLABS,SWING,SELL,₹1503.5,₹1525.06,₹1464.33,1:1.82,—
2026-06-30 13:24 IST,POLYCAB,SCALP,BUY,₹9908.0,₹9792.07,₹9957.54,1:0.43,53.6
2026-06-30 13:20 IST,AUROPHARMA,SWING,SELL,₹1579.0,₹1607.11,₹1538.45,1:1.44,—
2026-06-30 13:18 IST,GEOJITFSL,MOMENTUM,SELL,₹77.69999694824219,₹78.37,₹76.53,1:1.75,40.7
2026-06-30 13:20 IST,KPITTECH,SWING,BUY,₹682.25,₹670.03,₹700.61,1:1.5,—
2026-06-30 13:33:27 IST,PIDILITIND,SCALP,BUY,₹1603.0,₹1589.01,₹1611.01,1:0.57,63.9
2026-06-30 13:18 IST,RBLBANK,SCALP,SELL,₹366.79998779296875,₹367.9,₹364.97,1:1.66,63.3
2026-06-30 13:20 IST,TECHM,SWING,BUY,₹1402.4000244140625,₹1381.28,₹1442.97,1:1.92,—
2026-06-30 13:20 IST,MOTILALOFS,MOMENTUM,SELL,₹952.5,₹959.82,₹938.21,1:1.95,42.9
2026-06-30 13:22 IST,LUPIN,SCALP,BUY,₹2416.39990234375,₹2402.0,₹2428.48,1:0.84,61.5
2026-06-30 13:22 IST,LUPIN,MOMENTUM,BUY,₹2416.39990234375,₹2395.55,₹2452.65,1:1.74,61.5
2026-06-30 13:26 IST,ABB,MOMENTUM,SELL,₹7056.0,₹7112.66,₹6950.16,1:1.87,41.3
2026-06-30 13:34 IST,AMBUJACEM,SCALP,BUY,₹423.5,₹421.03,₹425.62,1:0.86,53.8
2026-06-30 13:19 IST,FEDERALBNK,SWING,SELL,₹329.1000061035156,₹333.45,₹320.8,1:1.91,—
2026-06-30 13:35 IST,SHREECEM,SWING,SELL,₹25295.0,₹25568.9,₹24651.17,1:2.35,—
2026-06-30 13:25 IST,KRSNAA,SWING,SELL,₹545.8499755859375,₹554.94,₹531.09,1:1.62,—
2026-06-30 13:35 IST,TATASTEEL,SWING,SELL,₹189.1699981689453,₹191.31,₹184.21,1:2.32,—
2026-06-30 13:28 IST,COALINDIA,SCALP,SELL,₹439.6000061035156,₹440.92,₹437.4,1:1.67,57.2
2026-06-30 13:32 IST,TIMKEN,SWING,BUY,₹3522.300048828125,₹3468.27,₹3611.29,1:1.65,—
2026-06-30 13:29 IST,IOC,SCALP,BUY,₹139.4199981689453,₹138.85,₹140.12,1:1.23,54.7
2026-06-30 13:34 IST,GODREJCP,SCALP,SELL,₹1013.0,₹1016.04,₹1007.93,1:1.67,63.3
2026-06-30 13:30 IST,SONACOMS,MOMENTUM,SELL,₹617.9500122070312,₹622.94,₹608.68,1:1.86,42.4
2026-06-30 13:29 IST,EICHERMOT,SCALP,BUY,₹7125.0,₹7067.88,₹7160.62,1:0.62,46.4
2026-06-30 13:35 IST,ITC,SWING,BUY,₹286.75,₹283.21,₹294.24,1:2.12,—
2026-06-30 13:37 IST,IRCTC,SWING,BUY,₹504.70001220703125,₹499.35,₹517.35,1:2.36,—
2026-06-30 13:40:15 IST,PRESTIGE,MOMENTUM,SELL,₹1563.5999755859375,₹1575.15,₹1540.15,1:2.03,46.0
2026-06-30 13:40:39 IST,AMBUJACEM,SWING,SELL,₹423.3999938964844,₹428.54,₹412.54,1:2.11,—
2026-06-30 13:23 IST,BAJFINANCE,SCALP,BUY,₹1000.0,₹989.95,₹1005.0,1:0.5,58.7
2026-06-30 13:25 IST,ABCAPITAL,MOMENTUM,SELL,₹392.1000061035156,₹395.07,₹386.22,1:1.98,41.7
2026-06-30 13:26 IST,INFY,MOMENTUM,SELL,₹1011.4000244140625,₹1018.87,₹996.23,1:2.03,44.8
2026-06-30 13:33 IST,SIEMENS,SCALP,BUY,₹3610.300048828125,₹3589.37,₹3628.35,1:0.86,64.6
2026-06-30 13:26 IST,ANGELONE,SWING,BUY,₹329.70001220703125,₹325.12,₹337.97,1:1.81,—
2026-06-30 13:52:41 IST,CHOLAFIN,SCALP,BUY,₹1798.9000244140625,₹1785.93,₹1807.89,1:0.69,64.6
2026-06-30 13:53:09 IST,ZYDUSLIFE,SCALP,BUY,₹1122.0999755859375,₹1117.45,₹1127.71,1:1.21,52.3
2026-06-30 13:33 IST,MRF,SCALP,BUY,₹126825.0,₹125326.21,₹127459.12,1:0.42,62.9
2026-06-30 13:38 IST,GODREJPROP,SCALP,BUY,₹1871.300048828125,₹1858.15,₹1880.66,1:0.71,40.6
2026-06-30 13:37 IST,DLF,SCALP,BUY,₹619.8499755859375,₹613.79,₹622.95,1:0.51,63.6
2026-06-30 13:40 IST,VOLTAS,SWING,BUY,₹1281.0,₹1264.33,₹1313.74,1:1.96,—
2026-06-30 13:25 IST,AXISBANK,MOMENTUM,SELL,₹1357.0999755859375,₹1367.54,₹1336.74,1:1.95,42.0
2026-06-30 13:25 IST,INDUSINDBK,SWING,SELL,₹930.1500244140625,₹942.15,₹905.85,1:2.03,—
2026-06-30 13:52 IST,PIDILITIND,SWING,SELL,₹1603.199951171875,₹1626.97,₹1559.58,1:1.84,—
2026-06-30 13:52 IST,COLPAL,SWING,SELL,₹1995.0,₹2017.99,₹1944.5,1:2.2,—
2026-06-30 13:55 IST,VEDL,SWING,SELL,₹280.70001220703125,₹284.42,₹273.62,1:1.9,—
2026-06-30 13:27 IST,INDIANB,SWING,BUY,₹815.2000122070312,₹803.72,₹835.62,1:1.78,—
2026-06-30 13:40 IST,GODREJPROP,MOMENTUM,SELL,₹1872.300048828125,₹1885.95,₹1844.22,1:2.06,45.6
2026-06-30 13:52 IST,DLF,SWING,SELL,₹618.7000122070312,₹626.33,₹602.65,1:2.1,—
2026-06-30 13:29 IST,ABCAPITAL,SCALP,BUY,₹392.5,₹391.04,₹394.46,1:1.34,52.8
2026-06-30 13:54 IST,NESCO,SWING,BUY,₹1081.800048828125,₹1068.21,₹1109.54,1:2.04,—
2026-06-30 13:55 IST,OBEROIRLTY,SWING,SELL,₹1775.5999755859375,₹1798.35,₹1729.06,1:2.05,—
2026-06-30 13:55 IST,HINDUNILVR,MOMENTUM,SELL,₹2121.5,₹2138.18,₹2089.68,1:1.91,41.0
2026-06-30 14:00 IST,GRASIM,SWING,SELL,₹3110.0,₹3153.02,₹3029.68,1:1.87,—
2026-06-30 13:31 IST,INDIANB,SCALP,SELL,₹816.2999877929688,₹818.75,₹812.22,1:1.67,56.4
2026-06-30 13:35 IST,DRREDDY,SWING,SELL,₹1365.4000244140625,₹1381.57,₹1329.67,1:2.21,—
2026-06-30 13:40 IST,BPCL,SCALP,BUY,₹303.1000061035156,₹301.52,₹304.62,1:0.96,41.6
2026-06-30 13:35 IST,COFORGE,SWING,BUY,₹1481.5999755859375,₹1462.38,₹1519.93,1:1.99,—
2026-06-30 14:01 IST,RECLTD,SWING,BUY,₹363.8999938964844,₹359.61,₹373.29,1:2.19,—
2026-06-30 13:52 IST,CESC,SWING,SELL,₹169.02999877929688,₹171.73,₹164.62,1:1.63,—
2026-06-30 13:35 IST,DRREDDY,SWING,SELL,₹1365.4000244140625,₹1381.57,₹1329.67,1:2.21,—
2026-06-30 13:40 IST,LALPATHLAB,SWING,SELL,₹1662.5,₹1695.16,₹1617.24,1:1.39,—
2026-06-30 13:54 IST,TATAPOWER,SCALP,BUY,₹386.1000061035156,₹384.56,₹388.03,1:1.25,60.5
2026-06-30 13:59 IST,BRITANNIA,SCALP,BUY,₹5152.0,₹5117.38,₹5177.76,1:0.74,64.0
2026-06-30 13:37 IST,KPITTECH,SCALP,SELL,₹683.1500244140625,₹685.2,₹679.73,1:1.67,55.7
2026-06-30 13:52 IST,PFIZER,MOMENTUM,SELL,₹4438.60009765625,₹4472.43,₹4372.02,1:1.97,43.0
2026-06-30 14:54:32 IST,HOMEFIRST,SCALP,SELL,₹1148.5,₹1151.95,₹1142.76,1:1.66,62.9
2026-06-30 14:55:08 IST,CEATLTD,SWING,SELL,₹3465.199951171875,₹3507.34,₹3377.68,1:2.08,—
2026-06-30 14:55:19 IST,MGL,MOMENTUM,BUY,₹1173.5,₹1164.46,₹1191.1,1:1.95,53.2
2026-06-30 15:01:47 IST,APTUS,MOMENTUM,SELL,₹277.70001220703125,₹279.99,₹273.53,1:1.82,41.1
2026-06-30 15:02:15 IST,GLAXO,SCALP,BUY,₹2442.699951171875,₹2402.85,₹2454.91,1:0.31,54.9
2026-06-30 15:02:41 IST,ADANIPORTS,SCALP,BUY,₹1809.800048828125,₹1793.67,₹1818.85,1:0.56,42.1
2026-06-30 15:02:49 IST,GRSE,SWING,SELL,₹2719.0,₹2771.52,₹2650.08,1:1.31,—
2026-06-30 15:03:04 IST,ITC,SCALP,SELL,₹286.3999938964844,₹287.26,₹284.97,1:1.66,55.7
2026-06-30 15:03:04 IST,NESTLEIND,SCALP,BUY,₹1406.300048828125,₹1402.08,₹1413.33,1:1.67,52.5
2026-06-30 15:03:23 IST,CHALET,SCALP,BUY,₹815.0499877929688,₹811.96,₹819.13,1:1.32,44.3
2026-06-30 15:03:28 IST,NMDC,SCALP,BUY,₹85.12999725341797,₹84.55,₹85.56,1:0.74,43.1
2026-06-30 15:09:27 IST,ICICIBANK,MOMENTUM,SELL,₹1373.300048828125,₹1384.59,₹1352.7,1:1.82,41.5
2026-06-30 15:09:55 IST,TECHM,MOMENTUM,BUY,₹1407.9000244140625,₹1396.42,₹1429.02,1:1.84,55.5
2026-06-30 15:09:56 IST,PERSISTENT,SCALP,BUY,₹4327.0,₹4287.15,₹4348.63,1:0.54,48.0
2026-06-30 15:11:17 IST,LEMONTREE,SWING,SELL,₹116.7699966430664,₹118.33,₹113.67,1:1.99,—
2026-07-01 11:08:32 IST,HDFCBANK,SWING,BUY,Rs.797.2999877929688,Rs.787.06,Rs.817.45,1:1.97,-
2026-07-01 11:09:07 IST,BAJAJ-AUTO,MOMENTUM,SELL,Rs.9835.0,Rs.9907.71,Rs.9687.48,1:2.03,43.6
2026-07-01 11:09:14 IST,MRF,SWING,SELL,Rs.129735.0,Rs.132002.05,Rs.126286.39,1:1.52,-
2026-07-01 11:09:27 IST,BHEL,SWING,SELL,Rs.418.3500061035156,Rs.425.44,Rs.407.32,1:1.56,-
2026-07-01 11:09:36 IST,PRESTIGE,SCALP,BUY,Rs.1588.699951171875,Rs.1580.6,Rs.1596.64,1:0.98,47.8
2026-07-01 11:09:37 IST,BRIGADE,SCALP,BUY,Rs.500.3999938964844,Rs.498.17,Rs.502.9,1:1.12,63.4
2026-07-01 11:09:39 IST,HINDUNILVR,SCALP,BUY,Rs.2167.0,Rs.2156.26,Rs.2177.83,1:1.01,57.2
2026-07-01 11:09:40 IST,BRITANNIA,SCALP,BUY,Rs.5202.0,Rs.5161.16,Rs.5228.01,1:0.64,51.4
2026-07-01 11:09:42 IST,TATACONSUM,MOMENTUM,SELL,Rs.1083.5,Rs.1092.16,Rs.1067.25,1:1.88,41.1
2026-07-01 11:09:47 IST,JUBLFOOD,SCALP,BUY,Rs.422.0,Rs.418.5,Rs.424.11,1:0.6,55.4
2026-07-01 11:09:48 IST,NAZARA,SWING,BUY,Rs.304.70001220703125,Rs.299.35,Rs.312.39,1:1.44,-
2026-07-01 11:11:10 IST,ABCAPITAL,SCALP,BUY,Rs.392.3500061035156,Rs.390.25,Rs.394.31,1:0.93,47.7
2026-07-01 11:11:16 IST,TCS,SWING,BUY,Rs.2038.300048828125,Rs.2012.24,Rs.2091.14,1:2.03,-
2026-07-01 11:11:17 IST,WIPRO,SWING,BUY,Rs.170.75,Rs.168.77,Rs.175.12,1:2.21,-
2026-07-01 11:11:28 IST,NATCOPHARM,SWING,BUY,Rs.937.0,Rs.924.34,Rs.961.29,1:1.92,-
2026-07-01 11:11:29 IST,TORNTPHARM,SWING,BUY,Rs.4598.0,Rs.4534.29,Rs.4719.17,1:1.9,-
2026-07-01 11:11:56 IST,BEML,SWING,SELL,Rs.1853.199951171875,Rs.1900.73,Rs.1797.01,1:1.18,-
2026-07-01 11:12:19 IST,TATASTEEL,MOMENTUM,SELL,Rs.187.63999938964844,Rs.189.17,Rs.184.83,1:1.84,44.0
2026-07-01 11:12:28 IST,RATNAMANI,SWING,BUY,Rs.2481.60009765625,Rs.2442.0,Rs.2548.65,1:1.69,-
2026-07-01 11:16:12 IST,COFORGE,SWING,BUY,Rs.1413.0,Rs.1380.06,Rs.1460.4,1:1.44,-
2026-07-01 11:16:13 IST,OFSS,SWING,SELL,Rs.10958.0,Rs.11274.0,Rs.10624.72,1:1.05,-
2026-07-01 11:16:16 IST,DIVISLAB,SWING,BUY,Rs.6565.0,Rs.6472.75,Rs.6730.38,1:1.79,-
2026-07-01 11:16:17 IST,LUPIN,SWING,BUY,Rs.2399.89990234375,Rs.2368.84,Rs.2464.74,1:2.09,-
2026-07-01 11:16:18 IST,ALKEM,SWING,BUY,Rs.5534.0,Rs.5451.88,Rs.5681.88,1:1.8,-
2026-07-01 11:16:20 IST,GRANULES,SWING,BUY,Rs.815.7999877929688,Rs.804.25,Rs.836.69,1:1.81,-
2026-07-01 11:16:36 IST,IGL,SWING,BUY,Rs.160.0,Rs.157.08,Rs.165.3,1:1.82,-
2026-07-01 11:16:38 IST,CESC,SWING,SELL,Rs.169.8000030517578,Rs.172.05,Rs.165.48,1:1.92,-
